genes	entrezID	logFC	AveExpr	t	P.Value	adj.P.Val	B
Fbxo21	231670	0.143389971776215	5.82578314600917	3.72481094356609	0.0019610263812615	0.0030471012047559	-3.56398603658347
Eral1	57837	0.160204680136886	4.97389823179374	3.72126467849477	0.00197548075903574	0.00306825520698385	-3.45406191046363
Malat1	72289	0.534525483933386	6.74513259988851	4.59172705189865	0.00197634002440997	0.00306926341270941	-3.16867295664011
AW549877	106064	0.303524675520154	5.77090596176858	3.98667859998931	0.00199068960365504	0.00309056253730714	-3.39860546484133
Ankrd54	223690	0.185971632018836	5.55189954592622	3.71463830781324	0.00200277747353141	0.00310833787890764	-3.54988456442751
Foxn1	15218	0.796657560533543	0.510579600327221	3.71093729375587	0.00201818832812855	0.00313125756539681	-2.21811805610396
Naf1	234344	0.136246021648646	6.28862876059232	3.70985857520884	0.00202270247955718	0.00313792803148297	-3.6446667232172
Ctdp1	67655	0.170854965870109	6.18669920617954	3.7091460521587	0.00202568976975654	0.0031422286296797	-3.63668755913545
Rcsd1	226594	1.388634146637	-3.00978437313592	3.70776440493842	0.00203149505293122	0.00315056452995471	-1.44585377546564
Prkd3	75292	0.19817427208151	7.10319583669199	3.73410633131732	0.00203266733709157	0.00315197192713533	-3.68435258062778
A530017D24Rik	100504229	0.364258350651332	1.78540014860366	3.70547806997556	0.00204113836290037	0.00316350455523375	-2.63657537810294
9430034N14Rik	320811	1.24162220360067	-2.32637466223188	3.70520326415391	0.00204230053565522	0.00316496993355757	-1.55521536779843
Lrrd1	242838	1.49729709210451	-2.51623603575087	3.70196520767696	0.0020560447365802	0.00318593140488971	-1.5571524743976
U2af1	108121	0.186028546855485	6.87555240485489	3.69340655632411	0.00209282228501317	0.00324154425184542	-3.72060650773317
1810009A15Rik	66276	0.677003386781664	0.378570550318173	3.6927472211587	0.00209568282733794	0.00324563072591432	-2.24052475461042
Sf3b1	81898	0.112313653429775	8.91551569548134	3.6921333214478	0.00209834978162778	0.00324907207786021	-3.81444968190378
Gm13078	277666	1.87195328325601	-2.8008926649956	3.68987384880631	0.0021081950029947	0.00326397034277514	-1.46712130315146
Hnrnpm	76936	0.12780035955887	9.11556073140519	3.68918845232331	0.00211119066015335	0.00326826187410703	-3.8276231370547
Stk11	20869	0.144472227582216	6.89704407141033	3.6880504657799	0.00211617390554403	0.00327562908694108	-3.73002717169719
Arsi	545260	1.31494670223685	-1.43934155289892	3.68053792562301	0.00214936941424889	0.00332525046759022	-1.8501303723457
1110006O24Rik	66123	0.676599610821548	0.638234288336739	3.67453283878449	0.00217628007594182	0.00336474508195259	-2.35724618236313
Endog	13804	0.521957008218872	1.53323099583933	3.66868515827663	0.00220281080031133	0.00340468302109496	-2.65533170873268
Slc6a6	21366	0.153111855739471	8.95588315364327	3.66816247375212	0.00220519797006363	0.00340801201468092	-3.8647817446956
Kcna4	16492	0.538947776776972	0.55985236996408	3.66329281239832	0.00222756367867344	0.00344148456639563	-2.36041924177361
Gm6877	628412	0.928059931292602	-1.38240128902571	3.66316765295049	0.00222814151420994	0.00344201321592284	-1.83740722155351
Il17d	239114	1.04837985318696	-1.67263448614355	3.6615025785113	0.0022358431673766	0.003453180215999	-1.79146225882101
Phf21b	271305	0.693462912027162	0.0515672642611213	3.6609612119131	0.00223835296799717	0.00345669099709946	-2.15359667197552
A230072C01Rik	320742	0.487976835867936	1.23494499481474	3.65845362851323	0.00225001521365356	0.0034739664070427	-2.54337198531367
Gprc5a	232431	0.146876601822157	6.94365297428546	3.65479180973425	0.00226715532124985	0.00349932057721392	-3.79733687755823
Gm28043	106014251	0.345891882138135	2.00612476597727	3.65459934328069	0.00226805983097122	0.00350033517029388	-2.81364962102897
Ybx1	22608	0.14838804920546	10.1048972248352	3.65454996177058	0.00226829196130573	0.00350033517029388	-3.93423273327678
Zc3hav1	78781	0.144959430913087	6.88771916460762	3.65212102098129	0.00227973932128586	0.00351725705362853	-3.80408574430082
Aamp	227290	0.158402446919489	7.14822108361857	3.65171339000044	0.00228166612511936	0.00351932410659924	-3.82238471049841
N4bp2	333789	0.381041996362095	4.64041930018465	3.96525455966102	0.00228367574074086	0.00352147042538651	-3.32931527119199
Zfp830	66983	0.201076535336497	4.11434204663984	3.65131620482641	0.0022835451268463	0.00352147042538651	-3.43493505052771
Hspa14	50497	0.146081906630309	6.61261701843069	3.64963371462971	0.00229152189640703	0.00353319632839872	-3.79238963427127
1700092M07Rik	74307	0.930148713190949	-1.10676407786661	3.64951180475993	0.00229210096343961	0.00353371613595092	-1.93361584010706
Apoe	11816	0.453976431294539	2.00649865901054	3.64824663971215	0.00229811913142619	0.00354262037294047	-2.80634658627479
Adat3	100113398	0.235533314559237	3.43152262371141	3.64653777358729	0.00230627311140028	0.00355481480214358	-3.25027580593056
Far2	330450	0.511963784789322	0.905272814488796	3.64585737441382	0.0023095277681862	0.00355908024711201	-2.4351107171722
Tfcp2	21422	0.178500626973494	4.60739838580349	3.64486290484516	0.00231429306579514	0.00356604752811518	-3.53685161609023
Thpo	21832	0.485400416464228	1.10297415828541	3.64281787552197	0.00232412348850711	0.00357930700897668	-2.56380457511174
Pcdhb14	93885	1.68599041798694	-2.77520389752135	3.63907277961662	0.00234223494689842	0.00360645646820476	-1.60052616339792
4921524J17Rik	66714	0.177566134555591	4.31191268078899	3.63907048910166	0.00234224606719091	0.00360645646820476	-3.49519660161035
2510017J16Rik	66574	1.37989626828779	-1.85130480335354	3.63848399337146	0.00234509520899449	0.0036104628041081	-1.79200589054097
D430040D24Rik	319678	0.780199453378329	-0.220691105413963	3.63759952353791	0.00234939846390544	0.00361670678370603	-2.16331117856175
Fbxo7	69754	0.198299796396407	4.34913109636573	3.63677453052503	0.00235341948999244	0.00362213330567224	-3.51366483082608
Gusb	110006	0.120607079795527	6.37235384801853	3.63655091267884	0.00235451059597603	0.00362304906919784	-3.80248001078026
Nfxl1	100978	0.141779644106926	5.85568928618459	3.63352776078573	0.00236931150718575	0.00364505623277387	-3.75096844647311
Fopnl	66086	0.166113071913474	5.37132367077361	3.63154591938548	0.00237906496863854	0.0036589052260645	-3.69902515266731
Pgap3	320655	0.263022524314537	2.82948498015599	3.63122131129625	0.0023806663367632	0.00366098257683337	-3.12317859980662
2310011J03Rik	66374	0.179002444222734	5.36647675555073	3.62993066164857	0.00238704412704091	0.00367040388667855	-3.70521328093785
Gcc1	74375	0.294919662053689	4.17494600688105	3.67179265609937	0.00239070703062804	0.0036756491462477	-3.45027374576151
Birc2	11797	0.166969723175316	4.8858939187441	3.62905019455252	0.00239140482489074	0.0036763350039316	-3.61954234121377
Tmem177	66343	0.253553189900709	3.36652755772741	3.62780775732532	0.00239757186311276	0.00368542776600979	-3.28835641535375
Lims1	110829	0.185277060443559	7.52440340247607	3.6388577837496	0.00241798041523771	0.00371562566490921	-3.88872396712085
Gna12	14673	0.118977395924944	6.68872544240011	3.61936913754833	0.00243988285737536	0.00374731114772076	-3.86093673603946
Coq10b	67876	0.164799226345636	5.57178038090668	3.61746800774329	0.00244951803405928	0.0037617138476995	-3.76144339045073
9530068E07Rik	213673	0.11681394370524	7.82743509713487	3.61692596659524	0.00245227215889516	0.00376554742985942	-3.92866649069932
Srrm2	75956	0.161089221364076	9.79997232138946	3.61550898583336	0.00245948656232841	0.00377622839581296	-4.00307865415025
Dock5	68813	0.256198167846682	6.94953382205281	3.83137622078619	0.00249002802985546	0.00382271908808796	-3.7542935670517
1700102P08Rik	112418	1.33349065035927	-1.8327168189537	3.60716587579948	0.00250239853047039	0.00384009591679455	-1.80270501125781
Gm6288	622129	1.55838562568298	-1.83413424305348	3.600524602609	0.00253709358045282	0.00389129358774481	-1.84775621506778
Ikbip	67454	0.128744861257801	5.84553685017729	3.60053243218938	0.00253705239471391	0.00389129358774481	-3.82401552774317
Ube4bos3	74310	0.937489094968879	-1.26953561676334	3.59969048666105	0.00254148510236134	0.00389761984513752	-1.94625099101665
Rbm34	52202	0.165895645721108	5.69062155058638	3.59788565607093	0.00255101343529325	0.00391182175704915	-3.81180076577224
Gm10524	100038564	0.471501397972853	1.32043037907404	3.59305696974292	0.00257668227979024	0.00395076856798407	-2.7350380768177
Akap8	56399	0.114900394756124	7.32762144125621	3.59108609801264	0.0025872335368117	0.00396611387895379	-3.95799854769731
Ctnnbip1	67087	0.138053013229291	5.64710106357522	3.5894132432631	0.00259622331635191	0.00397947714961025	-3.8278919111258
Eef2	13629	0.117122795271232	11.9123466322072	3.58893630475987	0.00259879207638871	0.00398299654435818	-4.12807283847599
Xaf1	327959	0.360900260414979	2.16100984266607	3.58557038935802	0.00261699327681011	0.00400878907195475	-3.00101360860196
Borcs5	67774	0.286806411687301	2.90594293289652	3.58446364176841	0.00262300589580384	0.00401715676985539	-3.2341498322102
Nacad	192950	0.832206660688587	-0.0586497934439459	3.58074396156465	0.00264331544543103	0.00404656381888331	-2.3511628771408
Mrvi1	17540	0.6132342314344	0.108937155638	3.57864892942219	0.00265482369299503	0.00406375548730722	-2.37778000316508
Dzip3	224170	0.397135795303067	6.41794777123244	4.14382166086279	0.00267111674649531	0.00408741028803673	-3.58799685354846
Gm12263	432565	1.22425883156458	-2.02872847284101	3.57561460722383	0.00267158066763902	0.00408769193709779	-1.83458676901227
1700003M07Rik	72225	2.16782724593916	-3.70310791729189	3.57538792985379	0.00267283673546384	0.00408918543607257	-1.65217780558805
Pdcl	67466	0.185607530175972	5.32305470782436	3.57483807768401	0.00267588604374395	0.00409342182183956	-3.80712076369215
Cacng8	81905	0.528578157779746	1.10724209960131	3.5733379004952	0.00268422330193857	0.00410488593321272	-2.70181324790907
Tgfbrap1	73122	0.155412447526905	5.25780857809941	3.5733385848488	0.00268421949270353	0.00410488593321272	-3.80149302303301
6030442K20Rik	77876	0.712088050112491	-0.143753857432348	3.5713535615806	0.00269529130160966	0.00412051755822804	-2.33451218575573
Gm7541	665207	1.53792990291321	-2.24436439716044	3.5690034812552	0.00270845845878876	0.0041389906847502	-1.87535878354715
Ciz1	68379	0.174816139297151	5.69203413412684	3.56722235654704	0.00271848076251578	0.00415336088047128	-3.86943548384304
1700086O06Rik	73516	0.347142686179652	2.38522441590251	3.56364945281025	0.00273869749684332	0.00418206122727585	-3.11425522301005
Kbtbd8	243574	0.287795239975463	3.11839862704081	3.56191280985452	0.00274857836157793	0.00419627213851857	-3.33957709662656
Ostm1	14628	0.17263147775841	4.7088767622036	3.56141270976956	0.0027514303661547	0.00420018728345062	-3.73286377092985
Galr2	14428	1.28764930449521	-2.47609968387014	3.55457966974275	0.0027906965691005	0.00425879365670066	-1.82603929861777
Rnf25	57751	0.255900600773399	4.676487804396	3.59014199357907	0.00279875649076922	0.00427064744088751	-3.72510912758392
Pcdhgb6	93703	0.434563389165779	1.08706952461439	3.54848288121541	0.00282620547953836	0.00431071322265202	-2.73650788106341
Etohd2	13996	0.675853360919693	-0.00546555308640601	3.54804733739879	0.00282875942275845	0.00431372521704009	-2.36132949598373
Fastkd2	75619	0.163859407754003	4.51702666443434	3.54793955322029	0.00282939180462932	0.00431423913753167	-3.73610398925339
Wrap73	59002	0.186574750603134	4.70708668126919	3.54690143060097	0.00283548983934343	0.00432308607447288	-3.7676831966881
Rpl23a-ps3	100041163	0.539689836750019	0.338059407970214	3.54552967845239	0.00284356783631899	0.00433494956865413	-2.53508817013825
B3gnt8	232984	1.08829618242602	-1.3603904803111	3.54392574482647	0.00285304233679525	0.00434893929985717	-2.02370883165971
Pcmtd2	245867	0.199914438868801	4.65083146924076	3.54256078156118	0.00286113012109971	0.00436081253770035	-3.75455310990082
H3f3b	15081	0.12097051993527	9.66919301066038	3.54082677991822	0.00287143767230515	0.00437560966527794	-4.15447432030797
1520401A03Rik	320309	1.81066271354792	-2.90301190515637	3.53963092599388	0.00287856792648753	0.00438601743524691	-1.79818706837139
Rbm48	269623	0.240467329114678	3.24709781140665	3.5384130375382	0.00288584778025903	0.004396650952171	-3.42488570846966
Zfp976	208111	0.300949162827644	3.08680584897666	3.53829708140299	0.00288654186120369	0.00439724973140812	-3.37744614991837
Nutm1	213765	0.852272814771543	-0.597889984506432	3.53617523852397	0.00289927216701005	0.00441526110638606	-2.31769324781344
Phlda3	27280	0.164809697412403	5.98675084589585	3.53591610453765	0.00290083072527921	0.00441717405894789	-3.97452917816883
Pten	19211	0.205569382316592	7.23901322769086	3.61797375522431	0.00290332674854078	0.00442051396739149	-4.013616726559
Ttpal	76080	0.167142846723466	5.57102073511108	3.53517221040407	0.00290530952883071	0.00442307181343561	-3.92251213108468
Gm14295	100039123	0.439677747193129	2.23713814911042	3.53475134439884	0.00290784652479248	0.00442647278177373	-3.12693141310482
Tubb2a	22151	0.132178348605851	6.24830307395737	3.53442179167498	0.00290983462886357	0.00442903757703014	-4.00090184840138
Ppip5k2	227399	0.187323344394144	6.78039573428795	3.54501101631366	0.00291136288662774	0.00443090198208657	-4.03500710467855
Atf4	11911	0.129456228520983	9.20515290183051	3.53121206000962	0.00292926938817629	0.00445722561555401	-4.15690941239411
Rps6	20104	0.16997344469884	8.46680952347607	3.53376118720524	0.00294356020734114	0.00447757137975679	-4.13450971564347
Fmnl1	57778	0.145398312555698	6.01329187159928	3.52807501755427	0.00294838955191623	0.00448445046290623	-4.00886007336048
Tshb	22094	1.42616667915278	-2.85289726355849	3.52646616671239	0.00295824384490506	0.00449803347893851	-1.86007976684762
Dbr1	83703	0.138138122393936	5.45301376595716	3.52634012913365	0.00295901722224179	0.0044987410792197	-3.93352406650908
Fcer1g	14127	1.32207956102948	-2.56048302026844	3.52406294629186	0.002973025113654	0.00451909718077119	-1.86207698173612
Car9	230099	1.18153446547875	0.70517163397818	3.93461228135825	0.00298294995365309	0.00453323972771377	-2.53713779064924
Aldh3a2	11671	0.143083343163882	5.71677784767788	3.5222818169276	0.00298402780862512	0.00453440596887001	-3.96448855801814
5330438D12Rik	327824	0.425456178490347	1.23954689266362	3.5216127985341	0.00298817110096209	0.00454022959540749	-2.84987072792479
Zfp944	319615	0.206241550098936	4.01561493841679	3.51950401206924	0.00300126871394267	0.00455870744965127	-3.66756119894869
Prr14l	215476	0.310204716254474	6.21467639549667	3.85409305854935	0.00301019888027086	0.00457179628212916	-3.81646176704258
Coil	12812	0.174078869909539	3.93700115867125	3.51685311082063	0.00301781490224585	0.00458288671888156	-3.66610821072231
Rep15	66532	0.510075353556299	0.3899498339162	3.51633135250088	0.00302108230566168	0.00458689481876243	-2.63390873699465
Lzic	69151	0.161079810704005	5.42820562701809	3.51637719995216	0.00302079505371902	0.00458689481876243	-3.94997128336664
Myom1	17929	0.762882671018986	-0.728839907009631	3.51507716369026	0.00302895088888284	0.00459836365066239	-2.28821400362051
Cubn	65969	0.377531784707932	1.8265191177384	3.51324359969257	0.00304049129126444	0.00461444470076979	-3.05783720780029
Tstd3	77032	0.282822350166625	3.23054576724928	3.50985508998734	0.00306193435210599	0.00464602255836901	-3.49492923406473
Zfp781	331188	1.13817275769819	-1.65302336321174	3.50940095771297	0.0030648196491668	0.00464991750241303	-2.06493724809058
Kti12	100087	0.181652107678674	5.0491744025438	3.5078933235349	0.00307441780885845	0.00466351090624016	-3.91310176837632
Mettl7b	71664	1.93159054972594	-2.72944750750606	3.50755715303769	0.00307656209105681	0.00466530999812871	-1.81886042499139
Wtip	101543	0.195152066457181	5.29319428675045	3.50757004147269	0.00307647985389084	0.00466530999812871	-3.95616311952445
Gm9917	100038755	0.476611444207958	0.845791972137428	3.505985041433	0.00308660976255627	0.00468006043723625	-2.74585116834704
Polr1a	20019	0.127737093777194	7.97482475367871	3.5040460339019	0.00309904754803014	0.00469696881669899	-4.17006935375404
Timm9	30056	0.154450486133388	5.04379565903064	3.50385924116532	0.0031002483756982	0.00469830128402655	-3.920998498583
Atxn7l3b	382423	0.114811254601865	6.99046038508092	3.50292998899365	0.00310622914405841	0.00470687653056511	-4.12136364222613
Ly6g5b	266614	0.832458278688174	-0.463061417926605	3.49853001335347	0.00313470488845485	0.00474657885141733	-2.39561876675974
Rfc4	106344	0.157074103324192	6.05048033430692	3.49560779693131	0.00315376096770751	0.00477444368722386	-4.06663855839742
Gm6483	624198	0.455577030666738	1.01862527750198	3.49495629748018	0.00315802522804569	0.00478040382224431	-2.8366840068162
Stt3b	68292	0.172498998676863	8.05318290399513	3.50329662570079	0.00315860253621898	0.00478078224290305	-4.18485308995617
Gadd45a	13197	0.222744812451882	4.03265255832487	3.49425433214978	0.00316262625431957	0.00478637644498929	-3.69758970623221
Ciao1	26371	0.153698584097791	5.3309410175552	3.48559830486869	0.00321991593004742	0.00486904359398205	-3.99655256062078
Gtf2a1	83602	0.150106355768982	5.33216977229258	3.48358513579006	0.00323338802354841	0.00488789748208943	-4.00656250857796
C1rl	232371	0.467608728061581	0.633043486894267	3.48282607225869	0.00323848227548954	0.00489407885316091	-2.75400542593918
Atl2	56298	0.18923322574911	6.48999732843471	3.49426006072758	0.00324418617104566	0.0049016844123609	-4.12016235327519
8030451A03Rik	100504061	1.16475940059443	-2.24590997244053	3.48125408565238	0.00324905776282357	0.00490853720353756	-2.02524204953854
Bag6	224727	0.128507215145987	8.61641089718238	3.47982107343562	0.00325872837071827	0.00492161995478348	-4.24432278648334
Atp6v1c1	66335	0.117812878617836	6.65770923987073	3.47896727164517	0.00326450387553513	0.00492881368679616	-4.14965310557155
4930524J08Rik	75129	0.483327902496503	1.58354052624061	3.47215012862544	0.00331098649174362	0.00499589552669497	-3.06272412110079
Apol8	239552	1.08134422787447	-1.3361861136624	3.47139635749055	0.00331616650020726	0.00500216130352445	-2.22133379341798
Gm20517	112694759	0.925300709964322	-0.90113389865867	3.46416584619015	0.00336626857808223	0.00507511548838449	-2.3462410780184
Crybg2	230806	1.18017674949731	-1.44566851062266	3.46233114195308	0.00337910152894052	0.00509183502854691	-2.17977463667565
Yae1d1	67008	0.222362176925498	4.3292819468975	3.46096807147353	0.0033886672309099	0.00510519583029087	-3.86921897960306
Ppih	66101	0.184117124172288	4.99436255919257	3.45728872390499	0.00341462323728646	0.00514376928669616	-4.00578668497694
Cnpy2	56530	0.159411104364933	5.68401005797132	3.45458599748661	0.00343381604290887	0.00517054815698217	-4.10904563410664
Gnpda2	67980	0.340198487835557	2.3907629754453	3.45154111421334	0.00345556765216662	0.00520115634043133	-3.36109906154335
Rffl	67338	0.238015277029999	3.28946124753918	3.45071424819156	0.00346149821461956	0.00520847253762576	-3.61496834707557
Mapkapk5	17165	0.323172398788916	2.25010328158405	3.44888533255132	0.00347465193241343	0.00522772621805012	-3.31088809734545
Gpn3	68080	0.152346088641973	5.37277548572472	3.44880653825312	0.00347521974754013	0.00522804198502123	-4.07970849875672
Telo2	71718	0.155174781936906	5.64147012678454	3.44723118599236	0.00348659166243304	0.00524460945638486	-4.12029300284633
0610009L18Rik	66838	0.776809838858314	-0.915465514858979	3.446283070402	0.00349345367301136	0.00525384929448146	-2.41200421788357
Adcy6	11512	0.132427305384783	6.88592798221155	3.44502027593222	0.00350261411813081	0.00526599915691391	-4.23302124459408
Rnf213	672511	0.718745583402185	7.39930381193603	4.39140439480034	0.00350803143902342	0.00527360098789379	-3.71848111710215
Cilp2	68709	1.11208338463955	-1.43919576132251	3.44260446882056	0.00352020549560876	0.00529135756600407	-2.23566325003673
Taf1d	75316	0.134551074554409	6.73585869167133	3.44253582142256	0.00352070665723971	0.00529156631360807	-4.22888520004347
Fam222a	433940	1.45489350343305	-2.48348683343869	3.44150084790554	0.00352827113645458	0.0053023899803535	-2.07677094882574
Prkdc	19090	0.356903729054735	4.89131159731916	3.74757272862988	0.00353160553137616	0.00530685497852677	-3.81225528197426
Atp6v1g2	66237	0.525754185677017	1.31370615768201	3.43823742008615	0.00355222944747656	0.00533565027867571	-3.02799074845997
Cct2	12461	0.120133708879253	9.6426028640225	3.43712485598142	0.00356043433976925	0.00534632507110822	-4.36987552184278
Slc43a1	72401	0.401148711314609	1.30330050343042	3.43621082706379	0.0035671892308124	0.00535591754782544	-3.03370783114083
6330562C20Rik	76193	0.851299056105963	-0.571283452745337	3.4354122680842	0.00357310123698764	0.00536424264235189	-2.45892516039201
Snrnp25	78372	0.190519783396853	4.23811214819603	3.43292598841333	0.00359157069389044	0.00539086235278633	-3.90384770036167
Fam129c	100037278	0.306644300328819	2.21371920605949	3.43122739351366	0.00360424352936756	0.005409328091856	-3.35833445254935
Calr	12317	0.123578270051192	10.6361437612419	3.43082577961326	0.00360724639560633	0.00541327862470216	-4.41326580344383
Srp54b	665155	0.25563021524336	3.18341128602068	3.42986998694264	0.00361440289719565	0.00542346093244705	-3.63475607633986
Fzd9	14371	1.01363932025495	-0.985723737066241	3.42708727887655	0.0036353191822044	0.00545428577044453	-2.46275888147283
Chd3	216848	0.119056028737157	7.5849794793011	3.42566067460488	0.00364608905661881	0.00546932081349227	-4.31411542487022
Zfp160	224585	0.215163829991016	4.28791373834141	3.42384028986278	0.00365987792765643	0.00548775043746534	-3.93286794396736
Lmf1	76483	0.218875677221904	3.29990882244648	3.42320044231486	0.00366473692548482	0.00549428526603325	-3.68495810041964
Accs	329470	0.362547408718706	2.48517297228018	3.42285927176301	0.0036673304017153	0.00549723192194721	-3.42878047263708
Zscan2	22691	0.418173090061318	1.61654776552361	3.42158361939292	0.00367704375674021	0.00551066089790145	-3.18784394007724
Srsf6	67996	0.103463951984223	8.5168732276948	3.42141176271211	0.00367835430567012	0.00551205940172544	-4.36144174501667
Ddx39	68278	0.128483520827482	8.1540031686421	3.42102864498306	0.003681277571374	0.00551587404672636	-4.3495309037249
Dohh	102115	0.192922778223503	6.13893066823849	3.43679722856016	0.00368348798690356	0.00551861991350019	-4.21993710607735
Gm5884	545878	0.737387834260478	-0.449253715865277	3.41857246538769	0.00370007383625621	0.00554290035408802	-2.57372441997537
Ganc	76051	0.368214854165346	2.39838924851893	3.41536190177151	0.00372478751535789	0.00557935047167648	-3.41557166970345
Cpsf1	94230	0.117525126391924	7.68396272424979	3.41513360238296	0.00372655113123421	0.00558141979315083	-4.34077474716748
Mertk	17289	0.482999760882634	1.54775121331501	3.41334548218907	0.00374039321383961	0.00560100300198291	-3.19791200339307
U2af2	22185	0.134710323782953	8.41723209677947	3.41073802311603	0.00376066984023308	0.00562963448667052	-4.38160572596929
Sirt4	75387	0.244748762532538	3.44401025289219	3.4104866921272	0.00376263006990555	0.0056319916787293	-3.7490413575366
Srfbp1	67222	0.142815380151661	4.97420819916553	3.40692430785485	0.0037905243010484	0.00567316302296474	-4.11310216454232
Rad52	19365	0.191916499277791	3.96772883564253	3.4054297225254	0.00380228852077074	0.00568960415268696	-3.89509992833319
Rcor2	104383	0.142631362245016	5.44507207631485	3.40453668225142	0.00380933520541665	0.00569956463945049	-4.19576570180477
Polr3d	67065	0.159725734425659	5.06552286564894	3.40418097126236	0.0038121456265355	0.00570260129262368	-4.12531830834376
Ppp1cb	19046	0.15523732545266	8.28995631674176	3.40277678494836	0.00382326009566535	0.0057180562110678	-4.39055905164034
Gm37254	100862400	0.389761616922808	1.22482565070668	3.40040112758057	0.00384213758038554	0.00574511276608428	-3.12715561700563
Rnaset2a	100037283	0.434465866585915	1.56990653771668	3.3981621039559	0.00386001436589803	0.00577066221374684	-3.21774698967466
Gm11520	102640811	0.803047301970846	-1.03343202676248	3.39715399369344	0.00386809034647546	0.00578155214906064	-2.45831242037859
Slit1	20562	0.98050589773957	-1.49304354634089	3.39548820113806	0.00388147193936382	0.00579977280269544	-2.33680916267181
Dars2	226539	0.154856434228232	4.98750682645236	3.39549234179181	0.00388143861967035	0.00579977280269544	-4.13135707994283
Wnt2b	22414	1.3615285236194	-1.39090435093271	3.38893325814847	0.00393457827279629	0.00587611965771602	-2.36027007847992
Apobec2	11811	1.35013284168127	-2.37391215983133	3.38561865741646	0.00396170718639793	0.00591482113508415	-2.15168933214187
Vamp8	22320	0.186168317727246	5.20786084673183	3.38417930038315	0.00397354579653958	0.00593128358755821	-4.19151156856896
Atxn2	20239	0.110622537491976	6.67130344756434	3.38239606725363	0.00398826164409804	0.00595264148515184	-4.3509574834678
Impdh1	23917	0.136269833515309	7.06472995321303	3.37885172623766	0.00401767210483587	0.00599408771840988	-4.38426277762342
Gm13562	102639655	0.896170769053106	-0.82647839259802	3.37865708249511	0.00401929347407328	0.00599589423780148	-2.51236937283372
Surf1	20930	0.184136056430842	4.28438873926268	3.37636078050094	0.00403847077300349	0.00602388726618556	-4.04048250599728
Atf7ip	54343	0.160097683556716	5.87873056453699	3.37220065012647	0.00407344596227656	0.00607357612546053	-4.30270058457486
Ssb	20823	0.140150140634344	8.26603972046623	3.36881038451377	0.00410217162142858	0.0061151580631339	-4.46180900603173
Mat2a	232087	0.108887674108876	8.4673995015555	3.36839860654907	0.00410567431492352	0.0061191305146707	-4.46538687884509
A630052C17Rik	320757	0.353869955233632	1.47392356824819	3.36786171191438	0.00411024575637584	0.00612531879579895	-3.24676894793841
Ccs	12460	0.189488688538936	4.51686984458001	3.36651469277282	0.00412173739730734	0.00614181763161304	-4.10099048867073
Ece2	107522	0.22125737076803	5.13271133320973	3.39488079883859	0.00412428276483062	0.00614498358289463	-4.197126669842
Neb	17996	0.888334402968776	-0.762088507868922	3.36452193919497	0.00413879658321389	0.00616597948739515	-2.54721419224517
F420014N23Rik	100038591	0.754169791614437	-0.0899651920853912	3.36443742211957	0.0041395216524086	0.00616628729652521	-2.72428838838682
Maip1	68115	0.193185425900768	4.00368330838376	3.36156832340714	0.00416421069260528	0.0062006791085934	-4.00478251692205
Ell2	192657	0.210356628450261	4.54402754857221	3.3607852583198	0.00417097451050816	0.00621011760453437	-4.11086679595354
Arsk	77041	0.233590140659137	3.14212601991253	3.35847320538361	0.00419100900810459	0.00623740346162377	-3.76945043250356
Rpl19-ps11	100041511	0.337216512504249	2.93956257872757	3.35662124114603	0.00420712577831532	0.00626075182048636	-3.72362112131132
Tmem14a	75712	0.578953934782689	0.27164214443255	3.35474801826446	0.00422349029090045	0.00628446405754809	-2.87090099259723
Dnase1l2	66705	0.641915059824813	0.349360949869438	3.34924198728117	0.00427195866039132	0.00635399472440689	-2.92947836818779
Dnah7c	100101919	1.58809362027237	-2.11712238235095	3.36700111217144	0.00429722809665804	0.00639092898684322	-2.33728369026683
Ovgp1	12659	0.50548266722696	0.803624487942792	3.34623768649601	0.00429863777675507	0.00639237460469197	-3.05595582222982
Ube2j1	56228	0.112711604954511	7.03753793744213	3.34568358477561	0.00430357644281458	0.00639906724256844	-4.44832219095422
Pdap1	231887	0.146948402980848	7.66022759399551	3.34335624803701	0.00432438152541222	0.00642738542384969	-4.48823176613646
Gm26631	102634742	0.867769709220745	-1.01462852343821	3.34065146947058	0.00434868644226568	0.00646219495123945	-2.56913147821283
Frs3	107971	0.448867457738628	1.87760778127266	3.33968776048182	0.00435737903778727	0.00647379495737167	-3.40669510718065
Gm3604	100041979	0.611477302134933	0.436790289218318	3.33820646715337	0.00437077391580752	0.00649237504467453	-2.96043791373151
Zfp931	353208	0.337599794326835	1.82977906100254	3.33691312651174	0.00438250267422532	0.00650781151481649	-3.41551199749951
Tex30	75623	0.156736011313872	5.43778606302789	3.33575023367194	0.00439307517477706	0.00652284802305518	-4.32687246236087
Ipp	16351	0.279031223166227	3.71865387589301	3.3349766555901	0.00440012224271555	0.00653264743617639	-3.97079697748962
4933408B17Rik	271508	0.93316943876722	-1.37180561972717	3.33485455291408	0.00440123558867381	0.00653363624435102	-2.45992557564773
Zfp956	101197	0.240986314853954	3.07507075850313	3.33421791265667	0.00440704508537918	0.00654133223191961	-3.78639224330664
Cnih2	12794	0.532431009409685	1.00517190192448	3.33364028101018	0.0044123227110665	0.0065480985082135	-3.16006463570449
Cyp27b1	13115	1.2088904532023	-1.12136553597443	3.3328968127681	0.00441912477977874	0.0065575268244893	-2.54100748154397
